80000	0.11766514021544769	32.0	0.0	0.11766514021544769	61.17357756552837
110000	0	58.819967406382204	0.0	5.180032593617791	80.0
110000	0	60.0	0.0	5.926836803930678	110.0
160000	0	60.0	0.0	8.271041989496867	110.0
160000	0	60.0	0.0	8.600702868403767	160.0
160000	0	60.0	0.0	9.173115393037005	160.0
160000	0	60.0	0.0	5.209375520035034	160.0
160000	0	60.0	0.0	3.3271889643091743	160.0
110000	0	60.0	0.0	24.20488675329987	60.0
160000	0	60.0	0.0	31.715732356276717	110.0
160000	0	55.13235888508659	0.0	36.86764111491341	160.0
110000	0	54.60631627235285	0.0	32.52604261273374	60.0
110000	0	60.0	0.0	23.13534779765424	110.0
160000	0	60.0	0.0	10.146216573725846	110.0
80000	0	60.0	0.0	4.69756555569965	0.0
80000	0	60.0	0.0	4.8438443781610685	80.0
160000	0	60.0	0.0	4.329763714174556	80.0
160000	0	60.0	-1.862645149230957e-09	8.183364544157698	160.0
160000	0	60.0	0.0	4.511367248556027	160.0
160000	0	60.0	0.0	26.00964037026897	160.0
160000	0	60.0	-3.725290298461914e-09	18.12326880365441	160.0
160000	0	60.0	0.0	13.22758165850674	160.0
160000	0	60.0	0.0	13.366546736218806	160.0
160000	0	60.0	0.0	15.553584660933314	160.0
160000	0	60.0	0.0	10.470813437022164	160.0
110000	0	60.0	0.0	2.621544908407564	60.0
80000	0	60.0	0.0	8.180741854339914	50.0
80000	0	60.0	0.0	8.949480512562516	80.0
160000	0	60.0	0.0	3.610683554792696	80.0
40000	0	60.0	0.0	0.9125440501908793	-80.0
80000	0	60.0	0.0	1.510711372850759	40.0
160000	0	60.0	0.0	3.028421532360688	80.0
160000	0	60.0	0.0	2.6368910064810156	160.0
160000	0	60.0	0.0	2.719140599567932	160.0
160000	0	60.0	0.0	2.9424445562427866	160.0
160000	0	60.0	0.0	2.358915924358557	160.0
160000	0	60.0	0.0	2.885824982983635	160.0
160000	0	60.0	0.0	2.4012064750969193	160.0
160000	0	60.0	0.0	2.4114084815483414	160.0
160000	0	60.0	0.0	3.329041460743985	160.0
160000	0	60.0	0.0	4.752531502471072	160.0
80000	0	60.0	0.0	6.182413778816844	0.0
160000	0	60.0	0.0	9.684595779941404	80.0
110000	0	60.0	0.0	1.3128518244502974	60.0
160000	0	60.0	0.0	4.974689355153739	110.0
80000	0	60.0	0.0	2.743716374182475	0.0
80000	0	60.0	0.0	2.0645800361042883	80.0
110000	0	60.0	0.0	2.6507839365511527	80.0
110000	0	60.0	0.0	2.2961654878517948	110.0
110000	0	60.0	0.0	1.1217976384244326	110.0
80000	0	60.0	0.0	1.0301178420289425	50.0
110000	0	60.0	0.0	1.1363676718652895	80.0
160000	0	60.0	0.0	0.7253022402414844	110.0
160000	0	60.0	0.0	0.6586792933029505	160.0
160000	0	60.0	0.0	2.357647894409754	160.0
160000	0	60.0	0.0	2.878567192447693	160.0
160000	0	60.0	0.0	2.912069130833654	160.0
160000	0	60.0	0.0	3.7443541771477613	160.0
110000	0	60.0	0.0	2.081836938829866	60.0
160000	0	60.0	0.0	2.839840194134533	110.0
160000	0	60.0	0.0	3.1712091385280106	160.0
160000	0	60.0	0.0	3.3466492261252996	160.0
160000	0	60.0	0.0	3.637921576751206	160.0
