2.16,Mbits/sec
6.68,Mbits/sec
9.67,Mbits/sec
11.6,Mbits/sec
13.6,Mbits/sec
11.1,Mbits/sec
14,Mbits/sec
14.5,Mbits/sec
14.8,Mbits/sec
13.1,Mbits/sec
9.15,Mbits/sec
14,Mbits/sec
7.59,Mbits/sec
9.58,Mbits/sec
10.7,Mbits/sec
12.2,Mbits/sec
9.04,Mbits/sec
9.81,Mbits/sec
12.1,Mbits/sec
11.2,Mbits/sec
12.6,Mbits/sec
11.8,Mbits/sec
6.03,Mbits/sec
16.4,Mbits/sec
13.1,Mbits/sec
9.8,Mbits/sec
10.5,Mbits/sec
6.89,Mbits/sec
5.03,Mbits/sec
7.46,Mbits/sec
5.51,Mbits/sec
5.24,Mbits/sec
2.48,Mbits/sec
6.12,Mbits/sec
7.4,Mbits/sec
8.32,Mbits/sec
6.02,Mbits/sec
9.21,Mbits/sec
9.68,Mbits/sec
7.66,Mbits/sec
8.76,Mbits/sec
9.59,Mbits/sec
9.72,Mbits/sec
9.85,Mbits/sec
12.3,Mbits/sec
13.2,Mbits/sec
14,Mbits/sec
10,Mbits/sec
13,Mbits/sec
8.85,Mbits/sec
11.1,Mbits/sec
11.1,Mbits/sec
8.84,Mbits/sec
12.7,Mbits/sec
11.3,Mbits/sec
11.5,Mbits/sec
14.3,Mbits/sec
10.5,Mbits/sec
11.7,Mbits/sec
12.2,Mbits/sec
7.36,Mbits/sec
9.08,Mbits/sec
7.26,Mbits/sec
5.88,Mbits/sec
6.24,Mbits/sec
6.73,Mbits/sec
249,Kbits/sec
5.07,Mbits/sec
7.38,Mbits/sec
7.35,Mbits/sec
6.53,Mbits/sec
6.6,Mbits/sec
5.25,Mbits/sec
5.76,Mbits/sec
4.15,Mbits/sec
1.67,Mbits/sec
7.53,Mbits/sec
4.9,Mbits/sec
4.8,Mbits/sec
5.94,Mbits/sec
5.51,Mbits/sec
5.32,Mbits/sec
5.39,Mbits/sec
5.38,Mbits/sec
5.16,Mbits/sec
4.04,Mbits/sec
3.05,Mbits/sec
3.68,Mbits/sec
4.66,Mbits/sec
5.64,Mbits/sec
5.32,Mbits/sec
5.85,Mbits/sec
5.32,Mbits/sec
5.59,Mbits/sec
5.84,Mbits/sec
5.5,Mbits/sec
3.77,Mbits/sec
3.93,Mbits/sec
5.01,Mbits/sec
5.04,Mbits/sec
6.14,Mbits/sec
6.67,Mbits/sec
6.11,Mbits/sec
5.17,Mbits/sec
4.77,Mbits/sec
5.68,Mbits/sec
4.09,Mbits/sec
5.47,Mbits/sec
5.19,Mbits/sec
6.74,Mbits/sec
5.44,Mbits/sec
5.66,Mbits/sec
6.43,Mbits/sec
6.25,Mbits/sec
6.2,Mbits/sec
5.24,Mbits/sec
3.09,Mbits/sec
5.92,Mbits/sec
7.04,Mbits/sec
5.09,Mbits/sec
3.26,Mbits/sec
3.01,Mbits/sec
3.4,Mbits/sec
2.68,Mbits/sec
3.69,Mbits/sec
2.9,Mbits/sec
3,Mbits/sec
4.56,Mbits/sec
3.72,Mbits/sec
3.37,Mbits/sec
4.15,Mbits/sec
4.03,Mbits/sec
4.26,Mbits/sec
4,Mbits/sec
4.58,Mbits/sec
4.34,Mbits/sec
4.58,Mbits/sec
5.33,Mbits/sec
5.48,Mbits/sec
4.24,Mbits/sec
5.04,Mbits/sec
2.98,Mbits/sec
4.79,Mbits/sec
5.55,Mbits/sec
5.2,Mbits/sec
5.28,Mbits/sec
6.03,Mbits/sec
5.37,Mbits/sec
4.73,Mbits/sec
5.37,Mbits/sec
5.44,Mbits/sec
5.35,Mbits/sec
7.17,Mbits/sec
7.07,Mbits/sec
7.45,Mbits/sec
7.43,Mbits/sec
4.39,Mbits/sec
6.06,Mbits/sec
7.33,Mbits/sec
8.13,Mbits/sec
8.65,Mbits/sec
5.95,Mbits/sec
9.47,Mbits/sec
8.54,Mbits/sec
7.68,Mbits/sec
9.1,Mbits/sec
9.26,Mbits/sec
7.96,Mbits/sec
9.78,Mbits/sec
5.09,Mbits/sec
6.87,Mbits/sec
3.68,Mbits/sec
6.68,Mbits/sec
6.09,Mbits/sec
7.57,Mbits/sec
6.99,Mbits/sec
6.08,Mbits/sec
8.37,Mbits/sec
8.6,Mbits/sec
7.51,Mbits/sec
7.22,Mbits/sec
8.54,Mbits/sec
10,Mbits/sec
9.53,Mbits/sec
8.95,Mbits/sec
9.51,Mbits/sec
9.13,Mbits/sec
6.82,Mbits/sec
9.8,Mbits/sec
7.8,Mbits/sec
8.91,Mbits/sec
8.35,Mbits/sec
8.21,Mbits/sec
7.76,Mbits/sec
9.88,Mbits/sec
8.15,Mbits/sec
9.66,Mbits/sec
7.82,Mbits/sec
8.43,Mbits/sec
8.87,Mbits/sec
6.48,Mbits/sec
6.19,Mbits/sec
6.22,Mbits/sec
6.5,Mbits/sec
6.59,Mbits/sec
5.74,Mbits/sec
6.12,Mbits/sec
6.13,Mbits/sec
8.03,Mbits/sec
7.54,Mbits/sec
8.49,Mbits/sec
6.95,Mbits/sec
4.77,Mbits/sec
8.07,Mbits/sec
7.77,Mbits/sec
6.83,Mbits/sec
7.7,Mbits/sec
8.35,Mbits/sec
6.52,Mbits/sec
9.05,Mbits/sec
8.36,Mbits/sec
7.52,Mbits/sec
7.85,Mbits/sec
8.02,Mbits/sec
5.67,Mbits/sec
10.2,Mbits/sec
8.76,Mbits/sec
8.26,Mbits/sec
8.45,Mbits/sec
8.7,Mbits/sec
7.17,Mbits/sec
7.14,Mbits/sec
6.67,Mbits/sec
8.09,Mbits/sec
8.32,Mbits/sec
6.93,Mbits/sec
8.12,Mbits/sec
7.76,Mbits/sec
5.43,Mbits/sec
6.76,Mbits/sec
3.99,Mbits/sec
3.43,Mbits/sec
4.53,Mbits/sec
4.83,Mbits/sec
5.06,Mbits/sec
4.17,Mbits/sec
6.21,Mbits/sec
4.67,Mbits/sec
6.29,Mbits/sec
3.63,Mbits/sec
4.86,Mbits/sec
5.77,Mbits/sec
6.48,Mbits/sec
7.11,Mbits/sec
6.55,Mbits/sec
7.31,Mbits/sec
4.52,Mbits/sec
7.2,Mbits/sec
5.57,Mbits/sec
6.41,Mbits/sec
6.5,Mbits/sec
6.77,Mbits/sec
6.37,Mbits/sec
5.88,Mbits/sec
6.56,Mbits/sec
7.11,Mbits/sec
8.65,Mbits/sec
8.46,Mbits/sec
7.43,Mbits/sec
13.6,Mbits/sec
10.4,Mbits/sec
14.4,Mbits/sec
13.8,Mbits/sec
14.8,Mbits/sec
14.3,Mbits/sec
13.2,Mbits/sec
14.6,Mbits/sec
7.47,Mbits/sec
12.2,Mbits/sec
19.1,Mbits/sec
14.9,Mbits/sec
14.2,Mbits/sec
14.6,Mbits/sec
14.4,Mbits/sec
12.7,Mbits/sec
15.5,Mbits/sec
14.1,Mbits/sec
14.3,Mbits/sec
13.3,Mbits/sec
15.8,Mbits/sec
14.2,Mbits/sec
13.8,Mbits/sec
14.1,Mbits/sec
14.2,Mbits/sec
13.8,Mbits/sec
13.9,Mbits/sec
15.3,Mbits/sec
14.9,Mbits/sec
14.9,Mbits/sec
14.5,Mbits/sec
14.8,Mbits/sec
14.4,Mbits/sec
10.9,Mbits/sec
21.6,Kbits/sec
0,bits/sec
0,bits/sec
0,bits/sec
0,bits/sec
0,bits/sec
0,bits/sec
0,bits/sec
1.87,Mbits/sec
0,bits/sec
0,bits/sec
0,bits/sec
0,bits/sec
0,bits/sec
0,bits/sec
0,bits/sec
0,bits/sec
23.4,Mbits/sec
10.3,Mbits/sec
7.37,Mbits/sec
3.22,Mbits/sec
7.01,Mbits/sec
9.19,Mbits/sec
11.4,Mbits/sec
10.9,Mbits/sec
10.8,Mbits/sec
11.3,Mbits/sec
9.47,Mbits/sec
10.6,Mbits/sec
10.8,Mbits/sec
13.4,Mbits/sec
9.49,Mbits/sec
6.8,Mbits/sec
11.2,Mbits/sec
9.74,Mbits/sec
10.7,Mbits/sec
9.87,Mbits/sec
7.13,Mbits/sec
9.32,Mbits/sec
4.53,Mbits/sec
8.71,Mbits/sec
5.37,Mbits/sec
6.13,Mbits/sec
7.39,Mbits/sec
5.36,Mbits/sec
7.26,Mbits/sec
8.65,Mbits/sec
8.76,Mbits/sec
9.69,Mbits/sec
9.48,Mbits/sec
9.73,Mbits/sec
10.3,Mbits/sec
10.8,Mbits/sec
9.61,Mbits/sec
11.2,Mbits/sec
6.84,Mbits/sec
7.76,Mbits/sec
1.62,Mbits/sec
6.8,Mbits/sec
7.53,Mbits/sec
7.99,Mbits/sec
8.62,Mbits/sec
9.38,Mbits/sec
9.97,Mbits/sec
8.28,Mbits/sec
10.2,Mbits/sec
11.2,Mbits/sec
13.2,Mbits/sec
12.2,Mbits/sec
11.7,Mbits/sec
108,Kbits/sec
9.56,Mbits/sec
6.37,Mbits/sec
5.87,Mbits/sec
7.86,Mbits/sec
5.48,Mbits/sec
8.88,Mbits/sec
11.7,Mbits/sec
11.2,Mbits/sec
13.6,Mbits/sec
15.4,Mbits/sec
12.5,Mbits/sec
8.88,Mbits/sec
9.99,Mbits/sec
9.22,Mbits/sec
8.71,Mbits/sec
10.6,Mbits/sec
13.5,Mbits/sec
11.2,Mbits/sec
11.4,Mbits/sec
12.5,Mbits/sec
13.9,Mbits/sec
12.7,Mbits/sec
12,Mbits/sec
13.6,Mbits/sec
15.4,Mbits/sec
14.2,Mbits/sec
13.2,Mbits/sec
15.7,Mbits/sec
12.5,Mbits/sec
13.9,Mbits/sec
11.7,Mbits/sec
12.3,Mbits/sec
11.3,Mbits/sec
13.9,Mbits/sec
12.3,Mbits/sec
15.5,Mbits/sec
13.7,Mbits/sec
14.3,Mbits/sec
14.4,Mbits/sec
14.8,Mbits/sec
13.8,Mbits/sec
13.5,Mbits/sec
13,Mbits/sec
13.1,Mbits/sec
15.6,Mbits/sec
14.4,Mbits/sec
13.5,Mbits/sec
7.7,Mbits/sec
19.6,Mbits/sec
13.5,Mbits/sec
16.6,Mbits/sec
15,Mbits/sec
14.1,Mbits/sec
15.3,Mbits/sec
15.3,Mbits/sec
14.4,Mbits/sec
15.5,Mbits/sec
15.7,Mbits/sec
15.5,Mbits/sec
14.7,Mbits/sec
15.3,Mbits/sec
15.6,Mbits/sec
