0.27,Mbits/sec
0.05,Mbits/sec
0.45,Mbits/sec
0.34,Mbits/sec
0.41,Mbits/sec
0.34,Mbits/sec
0.73,Mbits/sec
0.56,Mbits/sec
0.59,Mbits/sec
0.57,Mbits/sec
0.89,Mbits/sec
1.5,Mbits/sec
3.02,Mbits/sec
3.68,Mbits/sec
4.93,Mbits/sec
5.45,Mbits/sec
7.58,Mbits/sec
3.15,Mbits/sec
6.56,Mbits/sec
11.6,Mbits/sec
15.1,Mbits/sec
15.8,Mbits/sec
15.7,Mbits/sec
15.6,Mbits/sec
17.2,Mbits/sec
13.1,Mbits/sec
15.8,Mbits/sec
14.3,Mbits/sec
17.7,Mbits/sec
14.6,Mbits/sec
19.9,Mbits/sec
20.8,Mbits/sec
32.3,Mbits/sec
25.5,Mbits/sec
18.3,Mbits/sec
10.8,Mbits/sec
10.8,Mbits/sec
7.16,Mbits/sec
8.35,Mbits/sec
9.55,Mbits/sec
7.83,Mbits/sec
14.9,Mbits/sec
14.8,Mbits/sec
15.4,Mbits/sec
15.7,Mbits/sec
17.6,Mbits/sec
20,Mbits/sec
17.9,Mbits/sec
13.8,Mbits/sec
8.28,Mbits/sec
5.83,Mbits/sec
6.18,Mbits/sec
3.99,Mbits/sec
2.36,Mbits/sec
8.57,Mbits/sec
11,Mbits/sec
13.5,Mbits/sec
14.3,Mbits/sec
13.4,Mbits/sec
14,Mbits/sec
13,Mbits/sec
14.7,Mbits/sec
15.9,Mbits/sec
18.4,Mbits/sec
22.9,Mbits/sec
16.3,Mbits/sec
20.2,Mbits/sec
13.3,Mbits/sec
21,Mbits/sec
20.5,Mbits/sec
22.5,Mbits/sec
20,Mbits/sec
21.5,Mbits/sec
20,Mbits/sec
13.2,Mbits/sec
7.74,Mbits/sec
9.41,Mbits/sec
5.09,Mbits/sec
10.2,Mbits/sec
14.6,Mbits/sec
15.4,Mbits/sec
16.5,Mbits/sec
17,Mbits/sec
18.2,Mbits/sec
18.3,Mbits/sec
19.4,Mbits/sec
17.9,Mbits/sec
18.6,Mbits/sec
19.5,Mbits/sec
18.2,Mbits/sec
19.7,Mbits/sec
18.8,Mbits/sec
21.2,Mbits/sec
22.7,Mbits/sec
23,Mbits/sec
20.6,Mbits/sec
14.8,Mbits/sec
13,Mbits/sec
11.9,Mbits/sec
11.3,Mbits/sec
9.26,Mbits/sec
10.7,Mbits/sec
11.6,Mbits/sec
15.6,Mbits/sec
17,Mbits/sec
16.8,Mbits/sec
14.9,Mbits/sec
8.46,Mbits/sec
11.7,Mbits/sec
15.1,Mbits/sec
17.1,Mbits/sec
18.4,Mbits/sec
16.7,Mbits/sec
16,Mbits/sec
12,Mbits/sec
20,Mbits/sec
16.2,Mbits/sec
17.9,Mbits/sec
17.7,Mbits/sec
16.7,Mbits/sec
14.7,Mbits/sec
13.8,Mbits/sec
13.9,Mbits/sec
15.7,Mbits/sec
15.8,Mbits/sec
14.1,Mbits/sec
14.5,Mbits/sec
16.7,Mbits/sec
16.6,Mbits/sec
16.5,Mbits/sec
17.1,Mbits/sec
16.1,Mbits/sec
15.1,Mbits/sec
16.8,Mbits/sec
17.4,Mbits/sec
15.7,Mbits/sec
15,Mbits/sec
14.2,Mbits/sec
16,Mbits/sec
15.7,Mbits/sec
15.1,Mbits/sec
