Value,Unit
1.55,Mbits/sec
0.46,Mbits/sec
2.91,Mbits/sec
2.82,Mbits/sec
0,Mbits/sec
1.4,Mbits/sec
0.35,Mbits/sec
0.56,Mbits/sec
0.85,Mbits/sec
1.22,Mbits/sec
1.47,Mbits/sec
1.94,Mbits/sec
1.64,Mbits/sec
1.06,Mbits/sec
1.43,Mbits/sec
0.61,Mbits/sec
3.18,Mbits/sec
1.77,Mbits/sec
5.68,Mbits/sec
3.7,Mbits/sec
2.71,Mbits/sec
3.73,Mbits/sec
2.63,Mbits/sec
0,Mbits/sec
2.78,Mbits/sec
2.24,Mbits/sec
1.4,Mbits/sec
3.29,Mbits/sec
0.35,Mbits/sec
1.26,Mbits/sec
2.89,Mbits/sec
3.67,Mbits/sec
4.15,Mbits/sec
4.23,Mbits/sec
4.28,Mbits/sec
4.52,Mbits/sec
4.71,Mbits/sec
4.75,Mbits/sec
5.08,Mbits/sec
1.08,Mbits/sec
3.51,Mbits/sec
4.62,Mbits/sec
4.27,Mbits/sec
0.65,Mbits/sec
5.45,Mbits/sec
6.74,Mbits/sec
2.66,Mbits/sec
2.41,Mbits/sec
2.25,Mbits/sec
0.97,Mbits/sec
1.4,Mbits/sec
1.91,Mbits/sec
2.18,Mbits/sec
1.37,Mbits/sec
0.59,Mbits/sec
0.35,Mbits/sec
6.51,Mbits/sec
9.96,Mbits/sec
9.18,Mbits/sec
7.94,Mbits/sec
6.71,Mbits/sec
6.49,Mbits/sec
8.46,Mbits/sec
7.59,Mbits/sec
9.51,Mbits/sec
3.84,Mbits/sec
0.17,Mbits/sec
7.63,Mbits/sec
9.22,Mbits/sec
1.17,Mbits/sec
11.1,Mbits/sec
8.61,Mbits/sec
8.29,Mbits/sec
8.75,Mbits/sec
8.94,Mbits/sec
8.73,Mbits/sec
9.72,Mbits/sec
9.21,Mbits/sec
9.34,Mbits/sec
9.14,Mbits/sec
8.17,Mbits/sec
9.03,Mbits/sec
6.11,Mbits/sec
0.97,Mbits/sec
3.28,Mbits/sec
5.93,Mbits/sec
6.8,Mbits/sec
6.83,Mbits/sec
7.41,Mbits/sec
7.83,Mbits/sec
7.13,Mbits/sec
7.41,Mbits/sec
6.38,Mbits/sec
6.52,Mbits/sec
6.27,Mbits/sec
6.75,Mbits/sec
6.73,Mbits/sec
6.87,Mbits/sec
6.83,Mbits/sec
5.97,Mbits/sec
5.46,Mbits/sec
5.15,Mbits/sec
4.98,Mbits/sec
5.44,Mbits/sec
5.51,Mbits/sec
5.71,Mbits/sec
5.79,Mbits/sec
6.12,Mbits/sec
6.88,Mbits/sec
7.09,Mbits/sec
5.28,Mbits/sec
6.09,Mbits/sec
6.16,Mbits/sec
4.95,Mbits/sec
5.31,Mbits/sec
4.82,Mbits/sec
4.83,Mbits/sec
4.94,Mbits/sec
5.08,Mbits/sec
4.91,Mbits/sec
5.54,Mbits/sec
6.95,Mbits/sec
7.26,Mbits/sec
8.76,Mbits/sec
12.1,Mbits/sec
10.7,Mbits/sec
6.95,Mbits/sec
10.8,Mbits/sec
9.11,Mbits/sec
5.18,Mbits/sec
10.9,Mbits/sec
10.3,Mbits/sec
10.2,Mbits/sec
10.4,Mbits/sec
10.8,Mbits/sec
10.9,Mbits/sec
10.9,Mbits/sec
10.3,Mbits/sec
10.2,Mbits/sec
10.5,Mbits/sec
10.9,Mbits/sec
8.94,Mbits/sec
10.7,Mbits/sec
9.67,Mbits/sec
9.46,Mbits/sec
9.77,Mbits/sec
9.44,Mbits/sec
9.55,Mbits/sec
8.72,Mbits/sec
4.67,Mbits/sec
3.79,Mbits/sec
5.92,Mbits/sec
7.1,Mbits/sec
7.65,Mbits/sec
6.48,Mbits/sec
6.33,Mbits/sec
6.27,Mbits/sec
4.91,Mbits/sec
2.4,Mbits/sec
0,Mbits/sec
4.41,Mbits/sec
4.95,Mbits/sec
0.91,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
1.34,Mbits/sec
5.55,Mbits/sec
6.23,Mbits/sec
6.61,Mbits/sec
6.99,Mbits/sec
6.59,Mbits/sec
6.93,Mbits/sec
7.6,Mbits/sec
8.47,Mbits/sec
8.59,Mbits/sec
8.92,Mbits/sec
6.11,Mbits/sec
0.01,Mbits/sec
2.75,Mbits/sec
4.09,Mbits/sec
2.04,Mbits/sec
2.27,Mbits/sec
3.98,Mbits/sec
4.77,Mbits/sec
2.96,Mbits/sec
3.5,Mbits/sec
2.21,Mbits/sec
1.63,Mbits/sec
3.26,Mbits/sec
3.11,Mbits/sec
1.98,Mbits/sec
3.6,Mbits/sec
1.42,Mbits/sec
1.27,Mbits/sec
1.27,Mbits/sec
3.02,Mbits/sec
1.49,Mbits/sec
1.22,Mbits/sec
3.31,Mbits/sec
3.31,Mbits/sec
1.94,Mbits/sec
1.9,Mbits/sec
2.46,Mbits/sec
0.71,Mbits/sec
2.24,Mbits/sec
3.5,Mbits/sec
0.77,Mbits/sec
2.34,Mbits/sec
3.01,Mbits/sec
3.67,Mbits/sec
5.56,Mbits/sec
4.26,Mbits/sec
1.17,Mbits/sec
3.72,Mbits/sec
1.82,Mbits/sec
2.56,Mbits/sec
4.44,Mbits/sec
0.87,Mbits/sec
0.18,Mbits/sec
0.68,Mbits/sec
0,Mbits/sec
0.74,Mbits/sec
1.89,Mbits/sec
0.81,Mbits/sec
0.04,Mbits/sec
0.05,Mbits/sec
2.5,Mbits/sec
1.64,Mbits/sec
0.19,Mbits/sec
1.27,Mbits/sec
0.29,Mbits/sec
0,Mbits/sec
0.82,Mbits/sec
0.19,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0.58,Mbits/sec
0.05,Mbits/sec
0.08,Mbits/sec
1.21,Mbits/sec
1.55,Mbits/sec
1.77,Mbits/sec
1.4,Mbits/sec
0.58,Mbits/sec
1.27,Mbits/sec
1.54,Mbits/sec
3.04,Mbits/sec
5.12,Mbits/sec
3.33,Mbits/sec
4.64,Mbits/sec
